1,0,386.5934143066406,149.70970153808594,487.7255554199219,354.38232421875,0.8224326372146606,-1,-1,-1
1,0,474.84674072265625,145.2945098876953,545.1702270507812,327.5963439941406,0.7813341021537781,-1,-1,-1
1,0,562.9568481445312,142.2613525390625,581.482177734375,188.6796875,0.4546510577201843,-1,-1,-1
1,0,547.613037109375,143.43399047851562,569.3779907226562,189.86683654785156,0.42780619859695435,-1,-1,-1
1,0,535.8855590820312,142.51754760742188,559.7570190429688,189.88290405273438,0.29771432280540466,-1,-1,-1
2,0,392.3547058105469,151.86236572265625,496.7658386230469,354.3786926269531,0.8430731296539307,-1,-1,-1
2,0,504.50787353515625,138.42056274414062,551.4415283203125,334.3779296875,0.8200891017913818,-1,-1,-1
2,0,561.0694580078125,142.9451141357422,578.934326171875,188.061767578125,0.28242990374565125,-1,-1,-1
3,0,507.7603759765625,144.63479614257812,571.5272827148438,329.78875732421875,0.8445384502410889,-1,-1,-1
3,0,415.52935791015625,149.17359924316406,497.1445617675781,356.28265380859375,0.8231425881385803,-1,-1,-1
3,0,552.8672485351562,142.63099670410156,572.357177734375,188.49635314941406,0.31293052434921265,-1,-1,-1
4,0,513.5145874023438,138.96287536621094,580.912109375,342.6563720703125,0.8095783591270447,-1,-1,-1
4,0,448.3290100097656,144.62086486816406,504.0965270996094,355.2774658203125,0.777753472328186,-1,-1,-1
5,0,523.4304809570312,140.02589416503906,603.4673461914062,343.78106689453125,0.920082688331604,-1,-1,-1
5,0,454.89013671875,148.72222900390625,520.251953125,362.587890625,0.8193452954292297,-1,-1,-1
5,0,506.73291015625,141.5030517578125,526.74609375,185.24246215820312,0.34734663367271423,-1,-1,-1
6,0,527.3892822265625,146.36439514160156,612.97216796875,347.3056335449219,0.8839205503463745,-1,-1,-1
6,0,457.8464660644531,144.71014404296875,543.7478637695312,360.9912414550781,0.8428523540496826,-1,-1,-1
7,0,465.99169921875,153.01980590820312,548.1159057617188,362.3672790527344,0.8417490124702454,-1,-1,-1
7,0,534.4637451171875,146.5809326171875,616.2002563476562,348.947509765625,0.8009274005889893,-1,-1,-1
7,0,490.3487243652344,141.9096221923828,512.248779296875,187.54075622558594,0.3441794216632843,-1,-1,-1
7,0,546.6931762695312,143.00938415527344,566.5392456054688,185.03941345214844,0.25465139746665955,-1,-1,-1
8,0,483.9239196777344,155.10777282714844,560.1317749023438,366.4675598144531,0.8422720432281494,-1,-1,-1
8,0,566.0578002929688,142.940673828125,619.5582885742188,345.3533020019531,0.773198664188385,-1,-1,-1
8,0,490.48321533203125,142.3209686279297,515.2103271484375,185.35464477539062,0.3284764885902405,-1,-1,-1
9,0,576.6715087890625,140.95382690429688,634.5297241210938,346.4797058105469,0.819004476070404,-1,-1,-1
